accuracy,precision,recall,f1
81.55597303569455,0.7663347566502359,0.7141219049191471,0.7326127470201061
81.65543153939662,0.7711797498848917,0.7013659800968155,0.7234219703414017
81.5228202011272,0.7705490551439164,0.7015725943973281,0.7233418792391249
81.78804287766604,0.7687420451713688,0.6980467588352588,0.7204038221150024
81.1581390208863,0.7590671615861533,0.6954706699678976,0.7159792879855218
81.27969941429993,0.7547229208876212,0.6963334369128592,0.7159944160103422
80.16355398386563,0.7434937446397212,0.6752256555708731,0.6952809119873797
81.32390319372307,0.7565646498552675,0.7002217778710114,0.7195062676720767
81.43441264228092,0.7603358913874232,0.6965301250049396,0.7173438842179244
80.915018234059,0.7530980168312007,0.6933881780000327,0.7129794896785189
80.94817106862637,0.7602239242689921,0.689701179007498,0.7110778984299415
81.45651453199248,0.7651049751206458,0.701965774097143,0.7226662590007948
81.61122775997349,0.7623833573833574,0.7071895206549657,0.7264337327158129
81.30180130401149,0.7618580025898274,0.7034085990571051,0.7230787361824303
81.06973146204001,0.7564084311352386,0.6993113267046959,0.7185369118432998
81.84329760194497,0.7674024634941949,0.7050899163268134,0.7259893475471704
81.35705602829042,0.7548259120897969,0.7085714122347515,0.7255809714443135
81.12498618631892,0.7523660424719587,0.6903882364220888,0.7105720749819029
81.1470880760305,0.7613058753271729,0.6995839375867604,0.7197397777669337
81.29075035915571,0.7577169207988513,0.7056660987377266,0.7239941047713753
81.1581390208863,0.7546454511704062,0.7089079876296389,0.7256674728204267
81.1470880760305,0.7552290149600105,0.6942921617716786,0.7143179299063809
81.03657862747265,0.7576150136877751,0.6917695246880132,0.7125310460347717
81.00342579290529,0.7506031711922051,0.7034470564660305,0.7204785982239523
81.35705602829042,0.765126699414163,0.6978695797512064,0.7191947742513252
81.27969941429993,0.7579997422774867,0.7000187888953046,0.7195946638093345
80.8487125649243,0.747595319087563,0.7034205282101842,0.7196431822937697
80.71610122665489,0.7486996474757398,0.680671807447506,0.701363894990497
81.379157918002,0.7550884054050744,0.7034670087116903,0.7217739025489307
80.76030500607801,0.7506791075757653,0.691660285795122,0.7109861999809689
81.4454635871367,0.7614853717140591,0.7024193427137978,0.7223424384492705
80.59454083324124,0.7456088017992331,0.690829383600468,0.7092208751384355
81.10288429660736,0.7531121380392947,0.6981068096142161,0.716946207269163
81.25759752458835,0.7609211964708414,0.6975057057528219,0.7180773176029368
80.5503370538181,0.7604885600740299,0.6917238101704121,0.7123784137166304
80.81555973035694,0.7550508917066454,0.6963537021670402,0.7156652273510511
80.77135595093381,0.7537936325656203,0.6992686435400243,0.7177384600050338
80.59454083324124,0.7552933426921755,0.6851673427828074,0.7060598634345698
81.02552768261685,0.7512540345531573,0.6943853935708497,0.713537009228447
80.71610122665489,0.7473961282995369,0.6917807028066645,0.7104333328363729
80.63874461266438,0.7490511046091957,0.6934977038151164,0.7120746731524039
81.29075035915571,0.7554561656844345,0.7084657191401097,0.7256139472326557
81.34600508343463,0.758136282423131,0.7056889715476293,0.7241447513373137
80.98132390319373,0.7487223031748134,0.6873207873146816,0.7072554030331972
80.79345784064537,0.7484431466956385,0.6971941821801156,0.7150180101978542
80.99237484804951,0.7563085924159352,0.6815676147957552,0.7035214857337044
81.18024091059786,0.7576146485805464,0.6930621328529343,0.7137561799056166
80.11935020444247,0.7441149426483842,0.682184239328098,0.7013579401296743
80.46192949497181,0.740941312957881,0.69411361530039,0.7107480882068131
81.19129185545364,0.753397033536969,0.7004404251176592,0.7189134853359891
81.20234280030942,0.7561129691950697,0.6945798130548888,0.7147649963878526
81.00342579290529,0.7522711754534444,0.7029467129805087,0.7204785982239523
79.96463697646149,0.7374984801461233,0.682250880068555,0.7001827521789918
80.72715217151067,0.7512651282432645,0.6743148505392419,0.6961052997735134
80.4066747706929,0.733380796843541,0.6864279718611979,0.7030402899344046
80.6939993369433,0.7476441314484409,0.6963730246873681,0.7141304806784585
80.36247099126975,0.7504340032699177,0.6779594565535252,0.6988195221077922
79.77677091391314,0.7426185726325063,0.6718860256113992,0.6917419369922855
80.20775776328875,0.7439994857984504,0.6820416432260802,0.7013067081296301
81.09183335175157,0.7488492944310894,0.6902424172089139,0.7097735173294266
80.3956238258371,0.7440181127113454,0.6871886850091371,0.705790303706887
80.67189744723173,0.7433946912293918,0.6966236811254396,0.7133752964752753
80.70505028179909,0.7420586474700008,0.6868839626172207,0.7054255214898522
80.93712012377058,0.7549189349279231,0.693372769762058,0.7133118816997366
80.3293181567024,0.7441610091225696,0.6812234149154327,0.7007549781712219
80.27406343242347,0.7443557376156676,0.6880882935630127,0.7064857317412423
80.81555973035694,0.7585350708135286,0.6828955236733578,0.7047633252328543
80.41772571554868,0.7481694307232173,0.6739876596891705,0.695061630350561
80.74925406122223,0.7535954901513751,0.6913272449347185,0.7112079970429308
80.06409548016356,0.7381868597509829,0.680264579989264,0.6987297941254548
80.31826721184662,0.7357718543720413,0.6923791961672222,0.7081311623913467
79.86517847275942,0.737694560011559,0.6814186095571764,0.6994378249487738
79.68836335506685,0.7345051596837744,0.6727403472631803,0.6913685578622417
80.59454083324124,0.7432695672106591,0.6810970918592654,0.7007590942995312
80.3956238258371,0.7456046996314194,0.6913028394136184,0.7094413095165695
80.0972483147309,0.7403687284728867,0.6856734218159078,0.7036314458652836
80.07514642501934,0.7425517500418546,0.6813338059710592,0.7003485928722464
80.915018234059,0.7546178079570978,0.6828515578013512,0.704323886901953
79.95358603160571,0.738716517744076,0.6726188280350232,0.6921172233691084
80.66084650237595,0.7508789913086404,0.6847086989916817,0.705101145423409
80.67189744723173,0.7510414643984098,0.6802564522680647,0.7012873274034467
79.98673886617306,0.7426881984924671,0.6663953195731398,0.6869943289261058
79.78782185876892,0.7395917111043313,0.6723941085834608,0.6918494940665753
80.42877666040447,0.7411155705787049,0.687252427871007,0.7053264911110839
79.52259918223008,0.735496149846274,0.671639657555089,0.6903662348120796
80.07514642501934,0.7419112846249966,0.6765248834332477,0.6961098284708245
79.25737650569124,0.7368088323885197,0.662381787131087,0.681743402854413
80.78240689578959,0.757918259579471,0.6699649181753499,0.6928747047671799
80.041993590452,0.7421412533170035,0.6889652505920448,0.7066017037627813
80.26301248756769,0.7546699740410008,0.6752825524050737,0.6967479186021568
79.86517847275942,0.7385918903509963,0.6779733032158818,0.6966651501713085
79.84307658304785,0.7345391104808326,0.6883397678630494,0.704436690115886
79.63310863078793,0.7437877970934024,0.6591542564276907,0.6797309405345796
80.17460492872141,0.7405518088258922,0.6765032689005839,0.6959990061578067
79.8762294176152,0.741775563058626,0.6663235092132563,0.686693859416176
80.38457288098132,0.7444471521290927,0.6788276078530253,0.6987969204178106
80.15250303900984,0.7320711297002029,0.6865783385281299,0.7027107533657406
79.2794783954028,0.7452044280976469,0.6527872447485993,0.6729334924334929
79.92043319703835,0.7375145530271108,0.6724753485765611,0.691793384563161
